MLT_UTZTN_BSSH_SN,FRSTN_NM,CNTR_NM,CONM_NM,TPBIZ_NM,REG_DT,REG_YMD,REG_TM,REG_YR,REG_MM,REG_DAY,BDST_USG_NM,INSTL_DCLR_YMD,PFCMP_YMD,STTS_SCSN_YMD,CONM_ADDR,ROAD_NM,BLDG_NM,NLMBLT_MATRL_DSCTN,NLMBLT_INSTL_AREA,FRRST_CMDTY_NM,FRRST_INSTL_AREA,FLR_NO_NM,TRGTOBJ_NM,BLDG_SRTFRM_NM,BLDG_STRCTR_NM,CORP_YN,USE_YN
MU462018161076,목포소방서,하당119안전센터,동행7080라이브,단란주점,20230612112102,20230612,112102,2023,06,12,,20171129,20180213,20190502,전라남도 목포시 상동 ,평화로61번길,,석고보드. 유리. 타일,335.0,없음,,0/2,,양식(옥),철골조,,Y
MU412018830852,송탄소방서,모곡119안전센터,맥스PC,인터넷컴퓨터게임시설제공업(PC방),20230503084000,20230503,084000,2023,05,03,근린생활시설,20180402,20180417,20230428,경기도 평택시 칠원동 ,원칠원길,창성빌딩,철근콘크리트. 유리 등,248.0,미 사용,,0/2,,양식(옥),철근콘크리트조,,Y
MU472018223004,구미소방서,송정119안전센터,스타코인노래연습장,노래연습장업,20230830074557,20230830,074557,2023,08,30,근린생활시설,20180307,20180406,20230823,경상북도 구미시 형곡동 ,형곡로25길,,콘크리트. 방화석고보드. 유리,887.0,목재(방염필름),17.0,0/5층,이도빌딩(배정훈건물) - 이도빌딩동,양식(옥),철근콘크리트조,,Y
MU262018233602,남부소방서,광안119안전센터,동동 우리랑,일반음식점,20230324172411,20230324,172411,2023,03,24,근린생활시설,20180423,20180426,20190918,부산광역시 수영구 민락동 ,광안해변로,,불연.준불연,523.0,목재(방염도료),59.0,0/2,,양식(옥),철근콘크리트조,,Y
MU272018163896,중부소방서,서문로119안전센터,감포생아구,일반음식점,20230102100151,20230102,100151,2023,01,02,근린생활시설,20180503,20180625,,대구광역시 중구 전동 ,경상감영1길,,방화석고보드. 유리.타일,477.0,원목위방염도료mdf위 방염필름,96.0,0/4,,양식(옥),철근콘크리트조,,Y
MU422018168789,춘천소방서,소양119안전센터,제일 게임장,게임제공업,20230912140113,20230912,140113,2023,09,12,,20180412,20180501,20230821,강원특별자치도 춘천시 죽림동 ,약사고개길,제일백화점,석고보드. 타일,774.0,MDF,131.0,지하1/지상3,,양식(옥),철근콘크리트조,,Y
MU472018222966,구미소방서,봉곡119안전센터,전원숯불구미봉곡점,일반음식점,20231024133115,20231024,133115,2023,10,24,,20180319,20180328,20231013,경상북도 구미시 선기동 ,봉곡로,,방화석고보드.유리.타일,1290.0,도료 59.63 .필름63.6,123.0,0/2,,양식(옥),철근콘크리트조,,Y
MU282018223132,송도소방서,신송119안전센터,라운딩,일반음식점,20230102175624,20230102,175624,2023,01,02,,20180529,20180608,20221207,인천광역시 연수구 송도동 ,해돋이로120번길,,석고보드. 유리. 타일. 파벽돌,392.0,방염필름,95.0,지하2층/지상7층,,양식(옥),철근콘크리트조,,Y
MU412018837566,안산소방서,사동119안전센터,해품달라이브,단란주점,20230609130444,20230609,130444,2023,06,09,,20180521,20180607,20230502,경기도 안산시 단원구 고잔동 ,광덕동로,21세기프라자,유리.석고.방화석고.타일.콘크리트,292.0,선처리필름52.87.방염소파.카페트,52.0,1/5,,양식(옥),철근콘크리트조,,Y
MU442017190830,아산소방서,둔포119안전센터,보보스,일반음식점,20230309101201,20230309,101201,2023,03,09,복합건축물,20170619,20170630,,충청남도 아산시 둔포면 석곡리,아산밸리중앙로,,강화유리. 방화석고보드. 조적조,189.0,,,지하2/지상7,케이스타산업개발(주) - 1동동,양식(옥),철근콘크리트조,,Y
MU412018837567,안산소방서,월피119안전센터,대박게임랜드,게임제공업,20230403204749,20230403,204749,2023,04,03,,20180529,20180607,20230328,경기도 안산시 상록구 월피동 ,예술광장로,,석고.콘크리트,412.0,,,2/6,,양식(옥),철근콘크리트조,,Y
MU282018218899,남동소방서,구월119안전센터,제우스단란주점,단란주점,20230117103228,20230117,103228,2023,01,17,근린생활시설,20180108,20180209,,인천광역시 남동구 구월동 ,인주대로591번길,,석고보드.방화석고보드,280.0,합판(방염필름),33.0,2/8,건영프라자(B-9)★ - 1동,양식(옥),철근콘크리트조,,Y
MU422018169593,속초소방서,영랑119안전센터,마으미 (구 이디야커피 속초장사항점),휴게음식점,20230719164523,20230719,164523,2023,07,19,,20180529,20180608,20230308,강원특별자치도 속초시 장사동 ,장사항해안길,,타일.석고.유리,722.0,,,3,,양식(옥),철근콘크리트조,,Y
MU482018329469,거제소방서,신현119안전센터,황금가라오케,단란주점,20231120094604,20231120,094604,2023,11,20,근린생활시설,20180226,20180302,,경상남도 거제시 고현동 ,거제중앙로25길,,타일. 대리석,239.0,필름,102.0,0/6,,양식(옥),철근콘크리트조,,Y
MU482018328269,김해서부소방서,율하119안전센터,마이델프레이스,휴게음식점,20230531160109,20230531,160109,2023,05,31,문화및집회시설,20171229,20180209,20230530,경상남도 김해시 수가동 ,가락대로,부산경남경마공원,유리.타일.석고보드,884.0,방염필름,205.0,지하1/지상5,,양식(옥),철근콘크리트조,Y,Y
MU292018168698,서부소방서,상무119안전센터,제이에이치관광개발(주) 홀리데이인광주호텔3식당,일반음식점,20230509093632,20230509,093632,2023,05,09,,20180517,20180614,,광주광역시 서구 치평동 ,상무누리로,Holiday In Gwangju,석고텍스.콘크리트.내화판넬.타일.유리,1229.0,,,지하2/지상10층,,양식(옥),철근콘크리트조,Y,Y
MU112018794811,,,코리아레지던스,고시원업,20230424160112,20230424,160112,2023,04,24,근린생활시설,20180208,20180315,,서울특별시 서대문구 합동 ,서소문로,성일빌딩,ALC블럭. 타일. 석고,2194.0,,,지상:5층 지하:1층,코리아레지던스,양식(옥),철근콘크리트조,,
MU452017139030,군산소방서,대야119안전센터,가소앤누갈비,일반음식점,20230403115006,20230403,115006,2023,04,03,근린생활시설,20170712,20170731,,전라북도 군산시 개정면 아동리,구암로,,석고보드. 유리. 벽돌,831.0, 목재(필름). 원목(붓칠),277.0,0/2,,양식(옥),철근콘크리트조,,Y
MU412018829265,안성소방서,도기119안전센터,owl빼미 하이볼펍(올빼미 하이볼펍),일반음식점,20230727114626,20230727,114626,2023,07,27,,20180316,20180404,,경기도 안성시 대덕면 내리,대학3길,,석고보드.방화석고.타일.유리.시멘트몰탈,361.0,,,지하0/지상3,,양식(옥),기타 조,,Y
MU412017817945,수원소방서,정자119안전센터,보스노래연습장,노래연습장업,20230503103020,20230503,103020,2023,05,03,근린생활시설,20171115,20171127,20211113,경기도 화성시 향남읍 행정리,행정서로1길,,유리,458.0,합판(방염필름.방염도료),53.0,0/3,Sh하우스(구.김홍열 건물) - 김홍열 건물동,양식(옥),철근콘크리트조,,Y
MU312017137628,남부소방서,신정119안전센터,기린라이브회관,유흥주점,20231115131347,20231115,131347,2023,11,15,,20170111,20170210,,울산광역시 남구 달동 ,중앙로166번길,,석고보드. 유리. 타일,363.0,합판(필름27.49),27.0,0/3,,양식(옥),철골조,,Y
MU412018830945,구리소방서,인창119안전센터,프레고커피,일반음식점,20231115165418,20231115,165418,2023,11,15,판매시설,20180410,20190909,20231115,경기도 구리시 인창동 ,동구릉로136번길,롯데아울레 구리점,콘크리트.방화석고보드.유리.금속.타일,384.0,방염필름(벽체.붙박이의자),22.0,5/9,,양식(옥),철근콘크리트조,,Y
MU362017107137,세종소방서,보람119안전센터,험플리 비(구.마음을담은카페),일반음식점,20231012192918,20231012,192918,2023,10,12,,20170327,20170714,20230907,세종특별자치시  보람동 ,시청대로,금강르네상스,방화석고보드. 텍스. 타일. 유리,678.0,합판+필름(56.76) 합판+도료(47.19),103.0,3/5,,양식(옥),철근콘크리트조,,Y
MU412018825646,수원남부소방서,남부119안전센터,투썸플레이스 수원시청점,휴게음식점,20230719112829,20230719,112829,2023,07,19,,20180222,20180227,,경기도 수원시 팔달구 인계동 ,권광로175번길,,석고보드.유리.타일,646.0,도료,31.0,2/11,SCT타워(김경환건물) - SCT타워(김경환건물)동,양식(옥),철근콘크리트조,Y,Y
MU272017160229,동부소방서,안심119안전센터,라라코스트 신서혁신점,일반음식점,20230728163543,20230728,163543,2023,07,28,,20170116,20170131,20230627,대구광역시 동구 신서동 ,이노밸리로,비젼스퀘어,방화석고보드. 유리 등,821.0, 원목(방염도료 붓칠).mdf(방염필름),79.0,1/6,,양식(옥),철근콘크리트조,,Y
MU472017221044,경주소방서,동부119안전센터,별헤는밤,일반음식점,20231116101152,20231116,101152,2023,11,16,,20170213,20170217,,경상북도 경주시 석장동 ,석장길,,타일. 유리. 콘크리트,166.0,방염도료,49.0,0/2,,양식(옥),철근콘크리트조,,Y
MU312017137635,북부소방서,매곡119안전센터,조포차(JO포차),일반음식점,20230920133642,20230920,133642,2023,09,20,근린생활시설,20170206,20170215,,울산광역시 북구 매곡동 ,매곡로,,석고보드.유리.타일,431.0, 합판(도료),87.0,0/3,,양식(옥),철근콘크리트조,,Y
MU502017137411,제주소방서,이도센터,제주아사히블루일도점,일반음식점,20230716174429,20230716,174429,2023,07,16,,20170801,20170822,20230711,제주특별자치도 제주시 이도이동 ,청귤로3길,,콘크리트.석고보드.유리,464.0,방염필름(파티션장식.벽체장식.테이블.문.문틀),72.0,지하1/지상5,,양식(옥),철근콘크리트조,,Y
MU302018223289,유성소방서,구암119안전센터,갤러리 노래연습장,노래연습장업,20231105110228,20231105,110228,2023,11,05,,20180118,20180228,20231103,대전광역시 유성구 봉명동 ,온천북로33번길,,방화석고.유리.석고.방화석고,458.0,MDF.소파,49.0,0/3,,양식(옥),철근콘크리트조,,Y
MU412017764429,부천소방서,119생활안전단,테리베리키즈카페,휴게음식점,20230503094233,20230503,094233,2023,05,03,근린생활시설,20170110,20170117,20230426,경기도    경기도 부천시 오정구   경기도 부천시 오정구 오정동  ,산업로,,방화석고.콘크리트.유리.타일,932.0,방염필름사용,69.0,1/5,제이프라자 - 주건축물제1동동,양식(옥),철근콘크리트조,,Y
MU312018139496,남부소방서,삼산119안전센터,크랙라운지,일반음식점,20230426090856,20230426,090856,2023,04,26,,20180703,20180719,,울산광역시 남구 달동 ,왕생로40번길,,콘크리트. 유리. 타일. 시멘트블럭 등,554.0,,,1/5,,양식(옥),철근콘크리트조,,Y
MU462017159884,나주소방서,빛가람119안전센터,달인정종섭라파돈까스,일반음식점,20230320162056,20230320,162056,2023,03,20,근린생활시설,20161130,20170118,20200502,전라남도 나주시 빛가람동 ,그린로,,타일. 방화석고보드. 유리 등,526.0,방염필름,98.0,1/5,,양식(옥),철근콘크리트조,,Y
MU312017137631,남부소방서,삼산119안전센터,명품놀이터,일반음식점,20230927090020,20230927,090020,2023,09,27,,20170207,20170213,,울산광역시 남구 달동 ,달삼로,,석고보드. 타일. 유리. 콘크리트,437.0,합판(필름 52.32),52.0,0/5,,양식(옥),철근콘크리트조,,Y
MU432017174417,,,헤라,유흥주점,20230206101346,20230206,101346,2023,02,06,위락시설,20170322,20170329,20220610,충청북도 영동군 영동읍 계산리,중앙로2길,부자상회,방화석고보드. 타일. 유리,294.0,방염선처리 필름,8.0,지상1층,,양식(옥),철근콘크리트조,,Y
MU412017775466,분당소방서,수내119안전센터,썬레코드컴퍼니,일반음식점,20230324140043,20230324,140043,2023,03,24,,20170404,20170501,20221214,경기도 성남시 분당구 정자동 ,성남대로331번길,젤존타워III,유리. 석고. 타일. 콘크리트,328.0,,,3/8,,양식(옥),철근콘크리트조,,Y
MU282017210186,강화소방서,강화119안전센터,황소마을,일반음식점,20230608135404,20230608,135404,2023,06,08,근린생활시설,20170208,20170331,,인천광역시 강화군 강화읍 관청리,강화대로440번길,황소마을 암소마을,타일.콘크리트.석고보드.유리,2691.0,,,지하0/지상2,황소마을 암소마을,양식(옥),철골조,,Y
MU282017210235,남동소방서,구월119안전센터,쭈꾸미일당백로데오점,일반음식점,20230202112412,20230202,112412,2023,02,02,근린생활시설,20170327,20170407,,인천광역시 남동구 구월동 ,인하로507번길,,콘크리트.타일.석고보드.유리,288.0,,,2/6,모아메디컬타운(정광종합건설)(C-4)* - 정광종합건설 건물동,양식(옥),철근콘크리트조,,Y
MU412017773447,군포소방서,오금119안전센터,할매정성밥상군포중앙도서관점,일반음식점,20230905111055,20230905,111055,2023,09,05,근린생활시설,20170410,20170412,20230817,경기도 군포시 산본동 ,수리산로,,조적.석고보드.콘크리트,317.0,,,지하1/지상4,,양식(옥),철근콘크리트조,,Y
MU412017763384,안산소방서,신길119안전센터,상록아리PC,인터넷컴퓨터게임시설제공업(PC방),20230905145910,20230905,145910,2023,09,05,,20170105,20170110,20230103,경기도 안산시 상록구 본오동 ,본삼로,상록빌딩,석고.유리.콘크리트,116.0,2017.01.09.(도료 26.32㎡),26.0,2/5,,양식(옥),철근콘크리트조,,Y
MU412017791288,시흥소방서,시흥119안전센터,배곧갈비무한리필,일반음식점,20230607173642,20230607,173642,2023,06,07,,20170628,20170717,20230403,경기도 시흥시 정왕동 ,배곧4로,한울프라자,콘크리트. 방화석고보드 등,930.0,합판(방염필름),,1/5,,양식(옥),철근콘크리트조,,Y
MU262017222801,동래소방서,연산119안전센터,고기도감,일반음식점,20230102174146,20230102,174146,2023,01,02,,20170323,20170414,20180427,부산광역시 연제구 연산동 ,안연로,,석고.유리.타일.벽돌,337.0,합판(도료).MDF(필름),116.0,0/5,,양식(옥),철골철근콘크리트조,,Y
MU272013129471,강북소방서,구암119안전센터,테라노래주점,유흥주점,20230116172053,20230116,172053,2023,01,16,근린생활시설,,19981216,,대구광역시 북구 구암동 ,구암로,,,,,,1/5,칼라노래방 - 칼라유흥주점건물동,양식(옥),철근콘크리트조,,Y
MU112017791518,중부소방서,충무로119안전센터,주식회사 명동 마카오 도우라오 훠궈,일반음식점,20230202171500,20230202,171500,2023,02,02,업무시설,20170214,20170220,,서울특별시 중구 명동1가 ,명동길,,조적.유리.타일.콘크리트,718.0,MDF(방염도료),21.0,지상:15층 지하:2층,주식회사 명동 마카오 도우라오 훠궈,양식(옥),철근콘크리트조,,
MU362017107123,세종소방서,어진119안전센터,티라미수(구.티라레미수 세종파이낸스센터점),휴게음식점,20230622102235,20230622,102235,2023,06,22,복합건축물,20170403,20170714,20230621,세종특별자치시  어진동 ,갈매로,세종파이낸스센터1차,방화석고.석고보드.유리,242.0,mdf+필름(22.66). mdf+도료(50.53),73.0,4/6,세종파이낸스센터 - 세종파이낸스센터-1동,양식(옥),철근콘크리트조,,Y
MU412009123031,용인소방서,수지119안전센터,부킹노래팡팡,단란주점,20230912174947,20230912,174947,2023,09,12,,,20071008,20180611,경기도 용인시 수지구 풍덕천동 ,풍덕천로,,,,MDF,11.0,4/1,,양식(옥),철근콘크리트조,,Y
MU262017221666,동래소방서,수안119안전센터,세븐스타코인노래연습장 동래역점,노래연습장업,20230828152520,20230828,152520,2023,08,28,,20170223,20180122,,부산광역시 동래구 명륜동 ,명륜로,동광빌딩,유리. 타일. 벽돌. 석고보드,1240.0,,,1/9,,양식(옥),철골철근콘크리트조,,Y
